# 7부 — Go 1.21 ~ 1.24 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p7-121-slogtest	1.21	stdlib	testing/slogtest	relnotes-1.21	New testing/slogtest package	
p7-121-slices	1.21	stdlib	slices 패키지	relnotes-1.21	New slices package	p7-v121-slices
p7-121-maps	1.21	stdlib	maps 패키지	relnotes-1.21	New maps package	p7-v121-maps
p7-121-cmp	1.21	stdlib	cmp 패키지 (Ordered·Compare·Less)	relnotes-1.21	New cmp package	p7-v121-sortfunc
p7-121-context	1.21	stdlib	context.WithoutCancel·AfterFunc·WithTimeoutCause	relnotes-1.21	context	p7-v121-context
p7-121-once	1.21	stdlib	sync.OnceFunc·OnceValue·OnceValues	relnotes-1.21	sync	p7-v121-once
p7-121-errunsup	1.21	stdlib	errors.ErrUnsupported	relnotes-1.21	errors	p7-v121-small
p7-121-boolfunc	1.21	stdlib	flag.BoolFunc	relnotes-1.21	flag	
p7-121-testing	1.21	stdlib	testing.Testing	relnotes-1.21	testing	
p7-121-availbuf	1.21	stdlib	bytes.Buffer.AvailableBuffer	relnotes-1.21	bytes	p7-v121-small2
p7-121-nativeendian	1.21	stdlib	binary.NativeEndian	relnotes-1.21	encoding/binary	
p7-121-valueclear	1.21	stdlib	reflect.Value.Clear	relnotes-1.21	reflect	
p7-121-stack	1.21	runtime	깊은 스택 앞뒤 50개·만든 고루틴 ID	relnotes-1.21	runtime	p7-v121-runtime
p7-121-gctune	1.21	runtime	꼬리 지연 최대 40% 감소·거대 페이지 관리	relnotes-1.21	Runtime	
p7-121-pinner	1.21	runtime	runtime.Pinner	relnotes-1.21	runtime	
p7-121-wasip1	1.21	platform	WASI Preview 1 포트 (실험)	relnotes-1.21	WebAssembly System Interface	p7-v121-wasip1
p7-121-wasmimport	1.21	platform	go:wasmimport 지시문	relnotes-1.21	WebAssembly	
p7-121-darwinwin	1.21	platform	macOS 10.15·Windows 10 이상 요구	relnotes-1.21	Darwin	
p7-122-loopvar	1.22	lang	루프 변수가 반복마다 새로	relnotes-1.22	Changes to the language	p7-v122-loopvar
p7-122-rangeint	1.22	lang	정수에 대한 range	relnotes-1.22	Changes to the language	p7-v122-rangeint
p7-122-rangefuncexp	1.22	lang	함수 range 미리보기 (GOEXPERIMENT=rangefunc)	relnotes-1.22	Changes to the language	
p7-122-workvendor	1.22	toolchain	작업 공간의 vendor 디렉터리	relnotes-1.22	Go command	
p7-122-cover	1.22	toolchain	시험 없는 패키지도 커버리지 0.0%	relnotes-1.22	Go command	p7-v122-cover
p7-122-vetloop	1.22	toolchain	vet 이 go 1.22 파일의 루프 변수 경고를 멈춤	relnotes-1.22	References to loop variables	
p7-122-vetappend	1.22	toolchain	vet 의 새 검사 — append·defer time.Since·slog 짝	relnotes-1.22	New warnings for missing values after append	p7-v122-vet
p7-122-pgo	1.22	toolchain	PGO 탈가상화 확대 (2–14%)	relnotes-1.22	Compiler	
p7-122-trace	1.22	runtime	실행 추적기 전면 개편	relnotes-1.22	runtime/trace	p7-v122-trace
p7-122-gcmeta	1.22	runtime	GC 메타데이터를 객체 가까이 (1–3%)	relnotes-1.22	Runtime	p7-v122-runtime
p7-122-randv2	1.22	stdlib	math/rand/v2 — 표준 라이브러리 첫 v2	relnotes-1.22	New math/rand/v2 package	p7-v122-randv2
p7-122-chacha8	1.22	stdlib	ChaCha8 이 런타임·math/rand 의 기본 생성기	relnotes-1.22	New math/rand/v2 package	p7-v122-chacha8
p7-122-goversion	1.22	stdlib	go/version 패키지	relnotes-1.22	New go/version package	p7-v122-goversion
p7-122-routing	1.22	stdlib	ServeMux 의 메서드·와일드카드 패턴	relnotes-1.22	Enhanced routing patterns	p7-v122-routing
p7-122-httpmux121	1.22	stdlib	GODEBUG httpmuxgo121 로 옛 ServeMux	relnotes-1.22	Enhanced routing patterns	p7-v122-muxgodebug
p7-122-cmpor	1.22	stdlib	cmp.Or	relnotes-1.22	cmp	p7-v122-small
p7-122-concat	1.22	stdlib	slices.Concat	relnotes-1.22	slices	
p7-122-typefor	1.22	stdlib	reflect.TypeFor	relnotes-1.22	reflect	
p7-122-slicesdelete	1.22	stdlib	slices.Delete 가 꼬리를 0 으로	relnotes-1.22	slices	p7-v122-small2
p7-122-sqlnull	1.22	stdlib	database/sql.Null[T]	relnotes-1.22	database/sql	
p7-122-appendencode	1.22	stdlib	AppendEncode·AppendDecode	relnotes-1.22	encoding	p7-v122-small3
p7-122-jsonesc	1.22	stdlib	JSON 이 \b \f 로 이스케이프	relnotes-1.22	encoding/json	
p7-122-typesalias	1.22	stdlib	go/types.Alias (gotypesalias=0 기본)	relnotes-1.22	go/types	
p7-122-tls	1.22	stdlib	TLS 1.2 최소·RSA 키 교환 제외	relnotes-1.22	crypto/tls	
p7-122-openbsd	1.22	platform	openbsd/ppc64 포트 (실험)	relnotes-1.22	OpenBSD	
p7-123-rangefunc	1.23	lang	함수에 대한 range (반복자)	relnotes-1.23	Changes to the language	p7-v123-rangefunc
p7-123-aliasexp	1.23	lang	제네릭 타입 별칭 미리보기	relnotes-1.23	Changes to the language	
p7-123-telemetry	1.23	toolchain	Go 텔레메트리 (선택 참여)	relnotes-1.23	Telemetry	p7-v123-telemetry
p7-123-gocmd	1.23	toolchain	go env -changed·go mod tidy -diff	relnotes-1.23	Go command	
p7-123-godebugmod	1.23	toolchain	go.mod 의 godebug 지시문	relnotes-1.23	Go command	p7-v123-godebugmod
p7-123-stdversion	1.23	toolchain	vet 의 stdversion 분석기	relnotes-1.23	Vet	p7-v123-stdversion
p7-123-linkname	1.23	toolchain	표준 라이브러리 내부 기호 linkname 금지	relnotes-1.23	Linker	p7-v123-linkname
p7-123-pgobuild	1.23	toolchain	PGO 빌드 시간 부담 한 자릿수 %	relnotes-1.23	Compiler	
p7-123-traceback	1.23	runtime	패닉 메시지 둘째 줄부터 들여쓰기	relnotes-1.23	Runtime	p7-v123-traceback
p7-123-iter	1.23	stdlib	iter 패키지와 slices·maps 반복자	relnotes-1.23	Iterators	p7-v123-slicesiter
p7-123-timer	1.23	stdlib	타이머 채널 버퍼 없음·안 멈춘 타이머도 GC	relnotes-1.23	Timer changes	p7-v123-timer
p7-123-unique	1.23	stdlib	unique 패키지	relnotes-1.23	New unique package	p7-v123-unique
p7-123-structs	1.23	stdlib	structs.HostLayout	relnotes-1.23	New structs package	
p7-123-typesalias	1.23	stdlib	go/types 가 기본으로 Alias 생성	relnotes-1.23	go/types	p7-v123-gotypesalias
p7-123-repeat	1.23	stdlib	slices.Repeat	relnotes-1.23	slices	p7-v123-small
p7-123-mapclear	1.23	stdlib	sync.Map.Clear	relnotes-1.23	sync	
p7-123-atomicandor	1.23	stdlib	sync/atomic And·Or	relnotes-1.23	sync/atomic	
p7-123-elsewith	1.23	stdlib	text/template 의 else with	relnotes-1.23	text/template	p7-v123-small2
p7-123-pattern	1.23	stdlib	Request.Pattern·ParseCookie	relnotes-1.23	net/http	
p7-123-tls3des	1.23	stdlib	3DES 기본 제외·Kyber 기본 사용	relnotes-1.23	crypto/tls	
p7-123-goarm64	1.23	platform	GOARM64·GORISCV64 환경 변수	relnotes-1.23	ARM64	
p7-123-macos11	1.23	platform	macOS 11 Big Sur 이상 요구	relnotes-1.23	Darwin	
p7-124-genalias	1.24	lang	제네릭 타입 별칭 정식 지원	relnotes-1.24	Changes to the language	p7-v124-alias
p7-124-tooldirective	1.24	toolchain	go.mod 의 tool 지시문과 go tool	relnotes-1.24	Go command	p7-v124-tool
p7-124-buildjson	1.24	toolchain	go build -json·go test -json 의 빌드 출력	relnotes-1.24	Go command	p7-v124-gocmd
p7-124-vettests	1.24	toolchain	vet 의 tests 분석기	relnotes-1.24	Vet	p7-v124-vettests
p7-124-vetprintf	1.24	toolchain	vet printf — 상수 아닌 서식 문자열	relnotes-1.24	Vet	p7-v124-vetprintf
p7-124-gocacheprog	1.24	toolchain	GOCACHEPROG	relnotes-1.24	GOCACHEPROG	
p7-124-swiss	1.24	runtime	Swiss Table 기반 map·새 내부 뮤텍스	relnotes-1.24	Runtime	p7-v124-swiss
p7-124-osroot	1.24	stdlib	디렉터리에 갇힌 파일 접근 os.Root	relnotes-1.24	Directory-limited filesystem access	p7-v124-osroot
p7-124-bloop	1.24	stdlib	testing.B.Loop	relnotes-1.24	New benchmark function	p7-v124-bloop
p7-124-cleanup	1.24	stdlib	runtime.AddCleanup	relnotes-1.24	Improved finalizers	p7-v124-cleanup
p7-124-weak	1.24	stdlib	weak 패키지 — 약한 포인터	relnotes-1.24	New weak package	p7-v124-weak
p7-124-mlkem	1.24	stdlib	crypto/mlkem (ML-KEM-768·1024)	relnotes-1.24	New crypto/mlkem package	p7-v124-mlkem
p7-124-kdf	1.24	stdlib	crypto/hkdf·pbkdf2·sha3	relnotes-1.24	New crypto/hkdf, crypto/pbkdf2, and crypto/sha3 packages	p7-v124-kdf
p7-124-fips	1.24	stdlib	FIPS 140-3 모드·GOFIPS140	relnotes-1.24	FIPS 140-3 compliance	p7-v124-fips
p7-124-synctest	1.24	stdlib	testing/synctest (실험, GOEXPERIMENT)	relnotes-1.24	New experimental testing/synctest package	p7-v124-synctest
p7-124-omitzero	1.24	stdlib	encoding/json 의 omitzero	relnotes-1.24	encoding/json	p7-v124-omitzero
p7-124-seednop	1.24	stdlib	math/rand.Seed 는 무동작	relnotes-1.24	math/rand	p7-v124-seednop
p7-124-rsamin	1.24	stdlib	1024비트 미만 RSA 키 거절	relnotes-1.24	crypto/rsa	p7-v124-rsamin
p7-124-strseq	1.24	stdlib	strings·bytes 의 Lines·SplitSeq·FieldsSeq	relnotes-1.24	strings	p7-v124-strseq
p7-124-testctx	1.24	stdlib	T.Context·T.Chdir	relnotes-1.24	testing	p7-v124-testctx
p7-124-randtext	1.24	stdlib	crypto/rand.Text·Read 는 실패하지 않음	relnotes-1.24	crypto/rand	p7-v124-small
p7-124-maphash	1.24	stdlib	maphash.Comparable	relnotes-1.24	hash/maphash	
p7-124-appender	1.24	stdlib	encoding.TextAppender·BinaryAppender	relnotes-1.24	encoding	
p7-124-tmplrange	1.24	stdlib	템플릿의 range-over-func·int	relnotes-1.24	text/template	p7-v124-small2
p7-124-discard	1.24	stdlib	slog.DiscardHandler	relnotes-1.24	log/slog	
p7-124-mlkemtls	1.24	stdlib	TLS 의 X25519MLKEM768 기본 사용	relnotes-1.24	crypto/tls	
p7-124-wasmexport	1.24	platform	go:wasmexport·wasip1 c-shared	relnotes-1.24	WebAssembly	p7-v124-wasmexport
p7-124-linux32	1.24	platform	리눅스 커널 3.2 이상 요구	relnotes-1.24	Linux	
