# 3부 — Go 1.1 ~ 1.4 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p3-12-palette	1.2	stdlib	image/color/palette 패키지	api-1.2	pkg image/color/palette, var Plan9 []color.Color	
p3-13-stack	1.3	runtime	연속 스택 (contiguous stacks)	relnotes-1.3	Stack	p3-v13-stack
p3-13-precisegc	1.3	runtime	스택까지 정밀한 GC	relnotes-1.3	Changes to the garbage collector	p3-v13-precisegc
p3-13-mapiter	1.3	runtime	작은 map 도 순회 순서 무작위	relnotes-1.3	Map iteration	p3-v13-mapiter
p3-13-memmodel	1.3	runtime	메모리 모델: 버퍼 채널 세마포어	relnotes-1.3	Changes to the memory model	p3-v13-memmodel
p3-13-linker	1.3	toolchain	liblink — 명령 선택을 컴파일러로	relnotes-1.3	The linker	
p3-13-gocmd	1.3	toolchain	go test 가 시험 파일 없어도 빌드	relnotes-1.3	Changes to the go command	
p3-13-pool	1.3	stdlib	sync.Pool	api-1.3	pkg sync, type Pool struct	p3-v13-pool
p3-13-runparallel	1.3	stdlib	testing.B.RunParallel	api-1.3	pkg testing, method (*B) RunParallel(func(*PB))	p3-v13-runparallel
p3-13-tls	1.3	stdlib	crypto/tls 검증 우회 버그 수정	relnotes-1.3	Major changes to the library	
p3-13-ports	1.3	platform	DragonFly·Solaris·Plan 9·NaCl 지원	relnotes-1.3	Introduction to Go 1.3	p3-v13-ports
p3-13-win2k	1.3	platform	Windows 2000 지원 중단	relnotes-1.3	Removal of support for Windows 2000	
p3-13-perf	1.3	runtime	GC 멈춤 50-70% 감소	relnotes-1.3	Performance	
p3-14-forrange	1.4	lang	변수 없는 for range x	relnotes-1.4	For-range loops	p3-v14-forrange
p3-14-ptrptr	1.4	lang	**T 의 메서드 호출 금지	relnotes-1.4	Method calls on **T	p3-v14-ptrptr
p3-14-android	1.4	platform	Android (ARM) 지원	relnotes-1.4	Android	p3-v14-android
p3-14-nacl	1.4	platform	NaCl on ARM, Plan 9 on AMD64	relnotes-1.4	NaCl on ARM	
p3-14-runtime	1.4	runtime	런타임을 Go 로·정밀 GC·스택 2KB	relnotes-1.4	Changes to the runtime	p3-v14-runtime
p3-14-internal	1.4	toolchain	internal 패키지	relnotes-1.4	Internal packages	p3-v14-internal
p3-14-generate	1.4	toolchain	go generate	relnotes-1.4	The go generate subcommand	p3-v14-generate
p3-14-filename	1.4	toolchain	파일 이름 태그는 밑줄 뒤에서만	relnotes-1.4	Change to file name handling	p3-v14-filename
p3-14-canonical	1.4	ecosystem	정식 import 경로 주석·golang.org/x	relnotes-1.4	Canonical import paths	p3-v14-paths
p3-14-srcpkg	1.4	toolchain	src/pkg → src	relnotes-1.4	Changes to package source layout	
p3-14-unsafe	1.4	ecosystem	unsafe 는 호환성 약속 밖	relnotes-1.4	Changes to the compatibility guidelines	
p3-14-syscall	1.4	stdlib	syscall 동결, golang.org/x/sys	relnotes-1.4	syscall	
p3-14-testmain	1.4	stdlib	testing.TestMain	api-1.4	pkg testing, type M struct	p3-v14-testmain
p3-14-atomicvalue	1.4	stdlib	sync/atomic.Value	api-1.4	pkg sync/atomic, type Value struct	p3-v14-atomicvalue
p3-14-small	1.4	stdlib	reflect Type.Comparable	api-1.4	pkg reflect, type Type interface, Comparable() bool	p3-v14-small
p3-14-scanner	1.4	stdlib	bufio.Scanner 가 EOF 에서 빈 토큰	relnotes-1.4	bufio.Scanner	
