# 5부 — Go 1.11 ~ 1.17 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p5-114-vendor	1.14	toolchain	vendor 가 있으면 -mod=vendor 가 기본	relnotes-1.14	Vendoring	
p5-114-modfile	1.14	toolchain	-modfile·-modcacherw 플래그	relnotes-1.14	Flags	
p5-114-goinsecure	1.14	toolchain	GOINSECURE	relnotes-1.14	Environment variables	
p5-114-preempt	1.14	runtime	고루틴의 비동기 선점	relnotes-1.14	Runtime	p5-v114-preempt
p5-114-defer	1.14	runtime	defer 의 오버헤드가 거의 0	relnotes-1.14	Runtime	p5-v114-defer
p5-114-checkptr	1.14	toolchain	-d=checkptr (unsafe.Pointer 규칙 검사)	relnotes-1.14	Compiler	
p5-114-maphash	1.14	stdlib	hash/maphash	relnotes-1.14	New byte sequence hashing package	p5-v114-maphash
p5-114-cleanup	1.14	stdlib	T.Cleanup·B.Cleanup	relnotes-1.14	testing	p5-v114-cleanup
p5-114-testv	1.14	toolchain	go test -v 가 t.Log 를 바로 흘린다	relnotes-1.14	Testing	
p5-114-numerror	1.14	stdlib	strconv.NumError.Unwrap	relnotes-1.14	strconv	p5-v114-small
p5-114-fma	1.14	stdlib	math.FMA	relnotes-1.14	math	
p5-114-lmsgprefix	1.14	stdlib	log.Lmsgprefix	relnotes-1.14	log	
p5-114-riscv	1.14	platform	linux/riscv64 (실험)	relnotes-1.14	RISC-V	
p5-114-nacl	1.14	platform	Native Client 지원 종료	relnotes-1.14	Native Client (NaCl)	
p5-114-sslv3	1.14	stdlib	SSLv3 제거, TLS 1.3 끄기 불가	relnotes-1.14	crypto/tls	
p5-115-vetstring	1.15	toolchain	vet — string(int) 경고	relnotes-1.15	New warning for string(x)	p5-v115-vet
p5-115-vetassert	1.15	toolchain	vet — 불가능한 인터페이스 단언 경고	relnotes-1.15	New warning for impossible interface conversions	
p5-115-linker	1.15	toolchain	링커 개선·바이너리 약 5% 축소	relnotes-1.15	Linker	p5-v115-linker
p5-115-tzdata	1.15	stdlib	time/tzdata 시간대 내장	relnotes-1.15	New embedded tzdata package	p5-v115-tzdata
p5-115-panicprint	1.15	runtime	파생 타입의 패닉 값 출력	relnotes-1.15	Runtime	p5-v115-panicprint
p5-115-smallint	1.15	runtime	작은 정수의 인터페이스 변환에 할당 없음	relnotes-1.15	Runtime	
p5-115-directive	1.15	toolchain	엉뚱한 자리의 //go: 지시문 거절	relnotes-1.15	Compiler	p5-v115-directive
p5-115-testing	1.15	stdlib	T.TempDir·os.Exit 없는 TestMain	relnotes-1.15	testing	p5-v115-testing
p5-115-flag	1.15	stdlib	-h·-help 의 종료 코드 0	relnotes-1.15	flag	p5-v115-flag
p5-115-gomodcache	1.15	toolchain	GOMODCACHE 환경 변수	relnotes-1.15	Module cache	p5-v115-tools
p5-115-goproxy	1.15	toolchain	GOPROXY 의 | 구분자	relnotes-1.15	Go command	
p5-115-x509cn	1.15	stdlib	X.509 CommonName 을 호스트 이름으로 쓰지 않음	relnotes-1.15	X.509 CommonName deprecation	p5-v115-x509cn
p5-115-subexp	1.15	stdlib	regexp.SubexpIndex	relnotes-1.15	regexp	p5-v115-small
p5-115-redacted	1.15	stdlib	url.URL.Redacted	relnotes-1.15	net/url	
p5-115-complex	1.15	stdlib	strconv.FormatComplex·ParseComplex	relnotes-1.15	strconv	
p5-115-darwin32	1.15	platform	32비트 darwin 포트 종료	relnotes-1.15	Darwin	
p5-116-embed	1.16	toolchain	//go:embed 로 파일 내장	relnotes-1.16	Embedding Files	p5-v116-embed
p5-116-embedfs	1.16	stdlib	embed 패키지·embed.FS	relnotes-1.16	Embedded Files	p5-v116-embedfs
p5-116-iofs	1.16	stdlib	io/fs 와 fs.FS	relnotes-1.16	File Systems	p5-v116-iofs
p5-116-fstest	1.16	stdlib	testing/fstest.TestFS·MapFS	api-1.16	pkg testing/fstest, func TestFS(fs.FS, ...string) error	p5-v116-fstest
p5-116-ioutil	1.16	stdlib	io/ioutil 폐기 권고, io·os 로 이사	relnotes-1.16	Deprecation of io/ioutil	p5-v116-ioutil
p5-116-modon	1.16	toolchain	모듈 모드 기본·빌드가 go.mod 를 안 고침	relnotes-1.16	Modules	p5-v116-modon
p5-116-install	1.16	toolchain	go install pkg@version·retract	relnotes-1.16	Modules	p5-v116-install
p5-116-govcs	1.16	toolchain	GOVCS 환경 변수	relnotes-1.16	GOVCS environment variable	
p5-116-notifyctx	1.16	stdlib	signal.NotifyContext	relnotes-1.16	os/signal	p5-v116-notifyctx
p5-116-metrics	1.16	runtime	runtime/metrics	relnotes-1.16	Runtime	p5-v116-metrics
p5-116-madv	1.16	runtime	리눅스에서 MADV_DONTNEED 로 되돌림	relnotes-1.16	Runtime	
p5-116-vet	1.16	toolchain	vet — 고루틴 안의 t.Fatal	relnotes-1.16	New warning for invalid testing.T use in goroutines	p5-v116-vet
p5-116-constraint	1.16	stdlib	go/build/constraint	relnotes-1.16	go/build/constraint	p5-v116-constraint
p5-116-darwinarm	1.16	platform	darwin/arm64 (Apple Silicon)·ios 포트	relnotes-1.16	Darwin and iOS	p5-v116-darwin
p5-116-linker	1.16	toolchain	링커 현대화 후반	relnotes-1.16	Linker	
p5-116-flagfunc	1.16	stdlib	flag.Func	relnotes-1.16	flag	p5-v116-small
p5-116-errclosed	1.16	stdlib	net.ErrClosed	relnotes-1.16	net	
p5-116-logdefault	1.16	stdlib	log.Default	relnotes-1.16	log	
p5-116-386	1.16	platform	GO386=387 제거, softfloat	relnotes-1.16	386	
p5-117-slice2arr	1.17	lang	슬라이스 → 배열 포인터 변환	relnotes-1.17	Changes to the language	p5-v117-slice2arr
p5-117-canconvert	1.17	stdlib	reflect.Value.CanConvert	relnotes-1.17	reflect	
p5-117-unsafe	1.17	lang	unsafe.Add·unsafe.Slice	relnotes-1.17	Changes to the language	p5-v117-unsafe
p5-117-prune	1.17	toolchain	모듈 그래프 가지치기	relnotes-1.17	Pruned module graphs in go 1.17 modules	p5-v117-prune
p5-117-gobuild	1.17	toolchain	//go:build 줄	relnotes-1.17	//go:build lines	p5-v117-gobuild
p5-117-gofmt	1.17	toolchain	gofmt 가 // +build 와 맞춘다	relnotes-1.17	Gofmt	
p5-117-regabi	1.17	toolchain	레지스터 기반 호출 규약 (amd64)	relnotes-1.17	Compiler	p5-v117-regabi
p5-117-vet	1.17	toolchain	vet — Is·As·Unwrap 서명, signal.Notify	relnotes-1.17	New warnings for Is, As and Unwrap methods	p5-v117-vet
p5-117-vetsignal	1.17	toolchain	vet — 버퍼 없는 채널의 signal.Notify	relnotes-1.17	New warning for calling signal.Notify on unbuffered channels	
p5-117-semicolon	1.17	stdlib	URL 쿼리의 ; 구분자 거절	relnotes-1.17	URL query parsing	p5-v117-semicolon
p5-117-shuffle	1.17	toolchain	go test -shuffle	relnotes-1.17	testing	p5-v117-shuffle
p5-117-gorun	1.17	toolchain	go run pkg@version	relnotes-1.17	go run	p5-v117-tools
p5-117-deprecate	1.17	toolchain	모듈 폐기 주석	relnotes-1.17	Module deprecation comments	
p5-117-nogo	1.17	toolchain	go 줄 없는 go.mod 는 go 1.11 로 본다	relnotes-1.17	go.mod files missing go directives	
p5-117-maxint	1.17	stdlib	math.MaxInt·MinInt·MaxUint	relnotes-1.17	math	p5-v117-small
p5-117-unixmilli	1.17	stdlib	time.UnixMilli·UnixMicro	relnotes-1.17	time	
p5-117-quoted	1.17	stdlib	strconv.QuotedPrefix	relnotes-1.17	strconv	
p5-117-parseip	1.17	stdlib	ParseIP 가 앞자리 0 을 거절	relnotes-1.17	net	p5-v117-small2
p5-117-isprivate	1.17	stdlib	net.IP.IsPrivate	api-1.17	pkg net, method (IP) IsPrivate() bool	
p5-117-atomicswap	1.17	stdlib	atomic.Value.Swap·CompareAndSwap	relnotes-1.17	sync/atomic	
p5-117-winarm	1.17	platform	windows/arm64 포트	relnotes-1.17	Windows	
