# 6부 — Go 1.18 ~ 1.20 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p6-118-appendrune	1.18	stdlib	utf8.AppendRune	api-1.18	pkg unicode/utf8, func AppendRune([]uint8, int32) []uint8	
p6-118-reflectptr	1.18	stdlib	reflect.Ptr → reflect.Pointer	relnotes-1.18	reflect	
p6-118-template	1.18	stdlib	템플릿의 {{break}}·{{continue}}	relnotes-1.18	text/template	p6-v118-template
p6-118-tls12	1.18	stdlib	TLS 클라이언트 기본 최소판 1.2	relnotes-1.18	TLS 1.0 and 1.1 disabled by default client-side	p6-v118-tls
p6-118-sha1	1.18	stdlib	SHA-1 서명 인증서 거절	relnotes-1.18	Rejecting SHA-1 certificates	
p6-119-memmodel	1.19	lang	메모리 모델 개정	relnotes-1.19	Memory Model	p6-v119-memmodel
p6-119-tpscope	1.19	lang	메서드 선언의 타입 매개변수 범위 교정	relnotes-1.19	Changes to the language	
p6-119-atomic	1.19	stdlib	atomic.Int64·atomic.Pointer[T]	relnotes-1.19	New atomic types	p6-v119-atomic
p6-119-memlimit	1.19	runtime	부드러운 메모리 상한 GOMEMLIMIT	relnotes-1.19	Runtime	p6-v119-memlimit
p6-119-gclimiter	1.19	runtime	GC CPU 상한 50%	relnotes-1.19	Runtime	p6-v119-gcoff
p6-119-doc	1.19	toolchain	문서 주석의 링크·목록·제목	relnotes-1.19	Doc Comments	p6-v119-doc
p6-119-docpkg	1.19	stdlib	go/doc/comment 패키지	relnotes-1.19	Doc Comments	p6-v119-docpkg
p6-119-unix	1.19	toolchain	빌드 제약 unix	relnotes-1.19	New unix build constraint	p6-v119-unix
p6-119-listjson	1.19	toolchain	go list -json=필드	relnotes-1.19	Go command	p6-v119-tools
p6-119-trimpath	1.19	toolchain	-trimpath 가 빌드 설정에 기록됨	relnotes-1.19	Go command	
p6-119-execdot	1.19	stdlib	PATH 의 . 에서 찾은 실행 파일 거절	relnotes-1.19	PATH lookups	p6-v119-execdot
p6-119-netctx	1.19	stdlib	net 시간 초과 ↔ context.DeadlineExceeded	relnotes-1.19	net	p6-v119-netctx
p6-119-fmtappend	1.19	stdlib	fmt.Append·Appendf·Appendln	relnotes-1.19	fmt	p6-v119-append
p6-119-binappend	1.19	stdlib	binary.AppendUvarint·AppendByteOrder	relnotes-1.19	encoding/binary	
p6-119-sort	1.19	stdlib	pdqsort 와 sort.Find	relnotes-1.19	sort	p6-v119-sortfind
p6-119-joinpath	1.19	stdlib	url.JoinPath	relnotes-1.19	net/url	p6-v119-small
p6-119-textvar	1.19	stdlib	flag.TextVar	relnotes-1.19	flag	
p6-119-abs	1.19	stdlib	Duration.Abs	relnotes-1.19	time	
p6-119-vet	1.19	toolchain	vet errorsas 가 *error 를 잡음	relnotes-1.19	Vet	p6-v119-vet
p6-119-runtime	1.19	runtime	초기 스택 크기·RLIMIT_NOFILE·짧은 치명 오류 트레이스	relnotes-1.19	Runtime	p6-v119-runtime
p6-119-jumptable	1.19	toolchain	큰 switch 의 점프 테이블	relnotes-1.19	Compiler	
p6-119-race	1.19	toolchain	경쟁 검출기 v3	relnotes-1.19	runtime/race	
p6-119-loong64	1.19	platform	linux/loong64 포트	relnotes-1.19	LoongArch 64-bit	
p6-120-slicearray	1.20	lang	슬라이스 → 배열 변환	relnotes-1.20	Changes to the language	p6-v120-slicearray
p6-120-unsafe	1.20	lang	unsafe.String·StringData·SliceData	relnotes-1.20	Changes to the language	p6-v120-unsafe
p6-120-comparable	1.20	lang	인터페이스도 comparable 만족	relnotes-1.20	Changes to the language	p6-v120-comparable
p6-120-structcmp	1.20	lang	구조체·배열 비교 순서 명시	relnotes-1.20	Changes to the language	p6-v120-structcmp
p6-120-localtype	1.20	toolchain	제네릭 함수 안의 타입 선언	relnotes-1.20	Compiler	p6-v120-localtype
p6-120-buildspeed	1.20	toolchain	빌드 속도 1.17 수준 회복	relnotes-1.20	Compiler	p6-v120-compiler
p6-120-cover	1.20	toolchain	프로그램 커버리지 (go build -cover)	relnotes-1.20	Cover	p6-v120-cover
p6-120-pgo	1.20	toolchain	PGO 미리보기 (-pgo)	relnotes-1.20	Compiler	p6-v120-pgo
p6-120-goroot	1.20	toolchain	$GOROOT/pkg 에 미리 컴파일한 .a 가 없어짐	relnotes-1.20	Go command	p6-v120-gotools
p6-120-skip	1.20	toolchain	go test -skip·go -C	relnotes-1.20	Go command	
p6-120-cgo	1.20	toolchain	C 컴파일러가 없으면 cgo 기본 끔	relnotes-1.20	Cgo	
p6-120-vetloop	1.20	toolchain	vet 루프 변수 포착 검사 확장	relnotes-1.20	Improved detection of loop variable capture by nested functions	p6-v120-vet
p6-120-vettime	1.20	toolchain	vet 2006-02-01 형식 경고	relnotes-1.20	New diagnostic for incorrect time formats	
p6-120-errjoin	1.20	stdlib	여러 오류 감싸기 errors.Join	relnotes-1.20	Wrapping multiple errors	p6-v120-errjoin
p6-120-cause	1.20	stdlib	context.WithCancelCause	relnotes-1.20	context	p6-v120-cause
p6-120-ecdh	1.20	stdlib	crypto/ecdh	relnotes-1.20	New crypto/ecdh package	p6-v120-ecdh
p6-120-respctl	1.20	stdlib	http.ResponseController	relnotes-1.20	HTTP ResponseController	p6-v120-respctl
p6-120-rewrite	1.20	stdlib	ReverseProxy Rewrite 훅	relnotes-1.20	New ReverseProxy Rewrite hook	p6-v120-rewrite
p6-120-rand	1.20	stdlib	math/rand 전역 생성기 자동 씨앗	relnotes-1.20	math/rand	p6-v120-rand
p6-120-zipslip	1.20	stdlib	zip·tar 위험 경로 검사(GODEBUG)	relnotes-1.20	archive/zip	p6-v120-zipslip
p6-120-islocal	1.20	stdlib	filepath.IsLocal	relnotes-1.20	path/filepath	
p6-120-timeconst	1.20	stdlib	time.DateTime·DateOnly·TimeOnly	relnotes-1.20	time	p6-v120-small
p6-120-cutprefix	1.20	stdlib	strings.CutPrefix·CutSuffix	relnotes-1.20	strings	
p6-120-syncmap	1.20	stdlib	sync.Map.Swap·CompareAndSwap	relnotes-1.20	sync	
p6-120-rsa	1.20	stdlib	crypto/rsa 상수 시간 백엔드	relnotes-1.20	crypto/rsa	p6-v120-crypto
p6-120-win7	1.20	platform	Windows 7·8 을 지원하는 마지막 판	relnotes-1.20	Windows	p6-v120-ports
p6-120-macos	1.20	platform	macOS 10.13·10.14 를 지원하는 마지막 판	relnotes-1.20	Darwin and iOS	
p6-120-bootstrap	1.20	toolchain	부트스트랩에 Go 1.17 필요	relnotes-1.20	Bootstrap	
